ligne;départ;arrivée
11;299;300
11;300;299
11;300;301
11;301;300
11;301;302
11;302;301
11;302;303
11;303;302
11;303;304
11;304;303
11;304;305
11;305;304
11;305;306
11;306;305
11;306;307
11;307;306
11;307;308
11;308;307
11;308;309
11;309;308
11;309;310
11;310;309
11;310;311
11;311;310
