ligne;départ;arrivée
10;276;277
10;277;276
10;277;279
10;279;281
10;281;283
10;283;284
10;284;285
10;285;284
10;285;286
10;286;285
10;286;287
10;287;286
10;287;288
10;288;287
10;288;289
10;289;288
10;289;290
10;290;289
10;290;291
10;291;290
10;291;292
10;292;291
10;292;293
10;293;292
10;293;294
10;294;293
10;294;295
10;295;294
10;295;296
10;296;295
10;296;297
10;297;296
10;297;298
10;298;297
10;284;282
10;282;280
10;280;278
10;278;277
