ligne;départ;arrivée
2;26;27
2;27;26
2;27;28
2;28;27
2;28;29
2;29;28
2;29;30
2;30;29
2;30;31
2;31;30
2;31;32
2;32;31
2;32;33
2;33;32
2;33;34
2;34;33
2;34;35
2;35;34
2;35;36
2;36;35
2;36;37
2;37;36
2;37;38
2;38;37
2;38;39
2;39;38
2;39;40
2;40;39
2;40;41
2;41;40
2;41;42
2;42;41
2;42;43
2;43;42
2;43;44
2;44;43
2;44;45
2;45;44
2;45;46
2;46;45
2;46;47
2;47;46
2;47;48
2;48;47
2;48;49
2;49;48
2;49;50
2;50;49
