ligne;départ;arrivée
14;373;374
14;374;373
14;374;375
14;375;374
14;375;376
14;376;375
14;376;377
14;377;376
14;377;378
14;378;377
14;378;379
14;379;378
14;379;380
14;380;379
14;380;381
14;381;380
