ligne;départ;arrivée
3;51;52
3;52;51
3;52;53
3;53;52
3;53;54
3;54;53
3;54;55
3;55;54
3;55;56
3;56;55
3;56;57
3;57;56
3;57;58
3;58;57
3;58;59
3;59;58
3;59;60
3;60;59
3;60;61
3;61;60
3;61;62
3;62;61
3;62;63
3;63;62
3;63;64
3;64;63
3;64;65
3;65;64
3;65;66
3;66;65
3;66;67
3;67;66
3;67;68
3;68;67
3;68;69
3;69;68
3;69;70
3;70;69
3;70;71
3;71;70
3;71;72
3;72;71
3;72;73
3;73;72
3;73;74
3;74;73
3;74;75
3;75;74
