ligne;départ;arrivée
5;107;108
5;108;107
5;108;109
5;109;108
5;109;110
5;110;109
5;110;111
5;111;110
5;111;112
5;112;111
5;112;113
5;113;112
5;113;114
5;114;113
5;114;115
5;115;114
5;115;116
5;116;115
5;116;117
5;117;116
5;117;118
5;118;117
5;118;119
5;119;118
5;119;120
5;120;119
5;120;121
5;121;120
5;121;122
5;122;121
5;122;123
5;123;122
5;123;124
5;124;123
5;124;125
5;125;124
5;125;126
5;126;125
5;126;127
5;127;126
